"mytestdate","var","coef","CI_lwr","CI_upr","modelname","proj"
"19141","ct_sm_7_lag3","-0.0809314478570467","-0.265802282976413","0.10393938726232","lm","9"
"19141","(Intercept)","0.410041244525726","-0.225255195778262","1.04533768482971","lm","10"
"19141","temperature_lag6","-0.0385344901194878","-0.102510681770837","0.0254417015318614","lm","10"
"19141","carbon_monoxide_lag5","-0.00310293872688337","-0.0487611333850879","0.0425552559313212","lm","10"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","0.0174962283532065","-0.0627630418451031","0.0977554985515161","lm","10"
"19141","scaled_case_lag1","0.924090748929717","0.828723289865893","1.01945820799354","lm","10"
"19141","ct_sm_7_lag2","-0.0987481119149322","-0.286037503966286","0.0885412801364218","lm","10"
"19141","(Intercept)","0.466675120267089","-0.192418072791945","1.12576831332612","lm","11"
"19141","temperature_lag5","-0.0405760023418245","-0.104997552596637","0.0238455479129876","lm","11"
"19141","carbon_monoxide_lag4","-0.00119494294128332","-0.047100127673158","0.0447102417905913","lm","11"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","0.0198517416171936","-0.0612593699406122","0.100962853174999","lm","11"
"19141","scaled_case_lag1","0.915195438334517","0.815947366171109","1.01444351049792","lm","11"
"19141","ct_sm_7_lag1","-0.111437500408509","-0.302931770280601","0.0800567694635831","lm","11"
"19141","(Intercept)","0.942580907888299","0.206055134449205","1.67910668132739","lm","12"
"19141","temperature_lag4","-0.0599675146693719","-0.125212327893194","0.00527729855445068","lm","12"
"19141","carbon_monoxide_lag3","-0.00539771962298038","-0.0507649310645481","0.0399694918185874","lm","12"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","-0.0510351074231183","-0.150257359284338","0.0481871444381017","lm","12"
"19141","scaled_case_lag1","0.838289016298657","0.722881635779759","0.953696396817556","lm","12"
"19141","ct_sm_7_lag7","-0.282980151569263","-0.514867565160382","-0.0510927379781441","lm","12"
"19141","(Intercept)","1.00702575556465","0.231988588313953","1.78206292281535","lm","13"
"19141","temperature_lag3","-0.0632670653748905","-0.129470578141849","0.00293644739206783","lm","13"
"19141","carbon_monoxide_lag2","-0.00461154020919432","-0.050257455702002","0.0410343752836133","lm","13"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","-0.0567083703861292","-0.155048250648701","0.0416315098764425","lm","13"
"19141","scaled_case_lag1","0.828312374729853","0.706732149213582","0.949892600246124","lm","13"
"19141","ct_sm_7_lag6","-0.299600405553733","-0.537296817294261","-0.0619039938132055","lm","13"
"19141","(Intercept)","0.92765355333466","0.119690692860578","1.73561641380874","lm","14"
"19141","temperature_lag2","-0.0626538062457529","-0.130214976747953","0.00490736425644711","lm","14"
"19141","carbon_monoxide_lag1","-0.00417036055168571","-0.0507968492232908","0.0424561281199194","lm","14"
"19141","GovernmentResponseIndex_WeightedAverage_lag1","-0.0348086304248857","-0.133417549436491","0.0638002885867196","lm","14"
"19141","scaled_case_lag1","0.8403116354121","0.713512110472072","0.967111160352128","lm","14"
"19141","ct_sm_7_lag5","-0.26640399247271","-0.509442113574002","-0.0233658713714178","lm","14"
"19142","(Intercept)","0.771666275918587","0.109799042139356","1.43353350969782","lm","0"
"19142","temperature_lag7","-0.0889729217858704","-0.166090555976123","-0.0118552875956178","lm","0"
"19142","carbon_monoxide_lag1","0.0423924257622794","-0.0152710977414567","0.100055949266016","lm","0"
"19142","StringencyIndex_WeightedAverage_lag1","0.0456434199034047","-0.0499602255572292","0.141247065364039","lm","0"
"19142","scaled_case_lag1","0.879242499205517","0.783636580041445","0.97484841836959","lm","0"
"19142","ct_sm_7_lag7","-0.165943327881397","-0.327097536332762","-0.00478911943003218","lm","0"
"19142","(Intercept)","0.885015842812158","0.196373981752821","1.57365770387149","lm","1"
"19142","temperature_lag7","-0.0821107840891934","-0.161949005043133","-0.00227256313525331","lm","1"
"19142","carbon_monoxide_lag1","0.0186191031536994","-0.0402973021714677","0.0775355084788664","lm","1"
"19142","StringencyIndex_WeightedAverage_lag1","0.0444874450401547","-0.0501342805632667","0.139109170643576","lm","1"
"19142","scaled_case_lag1","0.862252154251125","0.762070221400027","0.962434087102223","lm","1"
"19142","ct_sm_7_lag7","-0.22040084815904","-0.391390923034978","-0.0494107732831008","lm","1"
"19142","(Intercept)","0.835167773459809","0.10091333671817","1.56942221020145","lm","2"
"19142","temperature_lag6","-0.0806043700864447","-0.161664808124971","0.000456067952081626","lm","2"
"19142","carbon_monoxide_lag4","0.00811532047019622","-0.0506964094365297","0.0669270503769221","lm","2"
"19142","StringencyIndex_WeightedAverage_lag1","0.0319404392854082","-0.0615955784119447","0.125476456982761","lm","2"
"19142","scaled_case_lag1","0.868466219983119","0.761069160714764","0.975863279251474","lm","2"
"19142","ct_sm_7_lag7","-0.217158765569896","-0.403629614224381","-0.0306879169154106","lm","2"
"19142","(Intercept)","0.817641966543635","0.0480020771136536","1.58728185597362","lm","3"
"19142","temperature_lag5","-0.0809958043834569","-0.162932885657795","0.000941276890881096","lm","3"
"19142","carbon_monoxide_lag3","0.00529082836621689","-0.054725375674184","0.0653070324066178","lm","3"
"19142","StringencyIndex_WeightedAverage_lag1","0.015031625049336","-0.0771057347851247","0.107168984883797","lm","3"
"19142","scaled_case_lag1","0.870441557847052","0.757268982706451","0.983614132987652","lm","3"
"19142","ct_sm_7_lag7","-0.224003224609261","-0.427935307172692","-0.020071142045831","lm","3"
"19142","(Intercept)","0.914090090533324","0.142164072651091","1.68601610841556","lm","4"
